№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
1 477;1116604001062;04.07.2011;14;11.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;66;35;2;3;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (11.10.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";27 973 000;17 627 000;7 715 000;;;17 720 000;3 800 000;570 000;;;5 390 000;9 894 000;3 570 000;;;27 929 000;17 495 000;;;;
1 478;1116325001682;15.09.2011;14;29.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;152;19;17;4;;Ликвидировано вследствие банкротства (29.08.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";54 797 000;74 626 000;58 649 000;;;632 520 000;541 621 000;217 032 000;;;656 002 000;651 414 000;591 009 000;;;47 737 000;;;;;
1 479;1096194003388;19.10.2009;15;13.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;5;6;11;21;20;Прекратило деятельность при присоединении (13.02.2025).;"""Реестр управляющих организаций""";37 917 000;38 404 000;57 626 000;48 661 000;51 871 000;32 125 000;41 942 000;64 748 000;58 175 000;42 584 000;30 947 000;40 338 000;47 952 000;39 614 000;27 604 000;35 436 000;33 750 000;50 520 000;39 303 000;42 815 000;4 537 000
1 480;1196313055355;02.07.2019;6;15.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;9;11;22;19;13;Ликвидировано (15.07.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";21 872 000;32 198 000;60 273 000;63 203 000;56 922 000;7 955 000;18 514 000;21 827 000;17 070 000;19 146 000;5 850 000;20 756 000;18 701 000;9 954 000;8 860 000;21 605 000;32 153 000;60 254 000;63 119 000;56 871 000;3 169 000
1 481;1151651002106;05.06.2015;10;13.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;35;34;16;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (13.05.2024).;;131 828 000;58 997 000;29 325 000;;;66 179 000;72 468 000;74 732 000;;;68 900 000;75 123 000;77 372 000;;;128 770 000;57 945 000;29 299 000;;;
1 482;1161690128357;21.07.2016;9;29.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;44;39;35;33;;Прекратило деятельность при присоединении (29.01.2024).;"""Реестр управляющих организаций""";5 269 000;5 438 000;6 173 000;6 535 000;;12 881 000;14 229 000;18 418 000;11 705 000;;12 871 000;14 219 000;18 408 000;11 705 000;;5 269 000;5 438 000;6 173 000;6 535 000;;
1 483;1181690078437;27.09.2018;7;20.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;135;49;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (20.10.2023).;;63 604 000;21 802 000;;;;92 732 000;103 040 000;;;;91 534 000;101 524 000;;;;63 604 000;21 802 000;;;;
1 484;1197847020238;30.01.2019;6;05.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;23;72;13;;Ликвидировано (05.09.2024).;;495 546 000;691 618 000;861 758 000;147 757 000;;49 557 000;122 560 000;135 830 000;24 584 000;;37 150 000;104 566 000;112 933 000;860 000;;495 546 000;688 523 000;852 169 000;147 757 000;;
1 485;1125005000559;26.03.2012;13;12.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;43;43;35;26;23;Прекратило деятельность при присоединении (12.03.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";59 936 000;64 427 000;64 459 000;34 726 000;65 455 000;66 285 000;97 400 000;122 577 000;77 808 000;100 430 000;18 902 000;20 193 000;16 165 000;10 150 000;30 228 000;59 936 000;64 427 000;64 459 000;34 726 000;38 721 000;2 529 000
1 486;1187746439396;25.04.2018;7;25.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;158;153;123;2;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (25.10.2024).;;276 050 000;439 497 000;420 126 000;100 517 000;;134 989 000;222 157 000;108 166 000;29 541 000;;116 169 000;199 884 000;81 570 000;1 705 000;;212 940 000;376 252 000;416 601 000;100 041 000;;
1 487;1097154028696;07.12.2009;15;19.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;17;13;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (19.08.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";3 969 000;2 962 000;;;;1 026 000;1 248 000;;;;1 631 000;1 723 000;;;;3 969 000;2 962 000;;;;
1 488;1167746310104;28.03.2016;9;01.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;22;22;26;1;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (01.04.2025).;;40 514 000;22 590 000;9 453 000;;;7 482 000;7 282 000;8 514 000;;;6 208 000;5 885 000;5 642 000;;;39 518 000;22 219 000;9 211 000;;;
1 489;1122724008780;19.09.2012;13;04.05.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;124;72;32;;;Ликвидировано (04.05.2023).;;45 171 000;33 811 000;18 371 000;103 000;;9 074 000;7 950 000;1 220 000;;;3 170 000;1 561 000;1 013 000;;;45 160 000;33 789 000;18 371 000;;;
1 490;1112539000078;12.01.2011;14;22.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;84;36;3;2;;Ликвидировано (22.04.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";103 656 000;56 302 000;42 235 000;15 466 000;2 513 000;60 087 000;142 660 000;78 840 000;33 460 000;1 196 000;57 393 000;135 091 000;41 939 000;748 000;883 000;103 483 000;40 112 000;28 797 000;11 970 000;176 000;-32 400 000
